123456805
Name         = DLP_34.dat
LowerBound   = UnKnown
BestKnown    = UnKnown
Nodes        = 34
Coords       = Yes
Arcs         = 103
Node-Task    = 13
Nbdepot   =  2

// List of nodes with coordinates
Node =  1 , X =  -3 , Y =   7 , SUCC = 2 , 4 * 
Node =  2 , X = 100 , Y =   0 , SUCC = 3 * 
Node =  3 , X = 200 , Y =   1 , SUCC = 2 , 5 , 6 * 
Node =  4 , X =   0 , Y = 111 , SUCC = 5 , 7 * 
Node =  5 , X =  92 , Y = 116 , SUCC = 1 , 2 , 3 , 4 , 7 , 9 * 
Node =  6 , X = 202 , Y = 102 , SUCC = 3 , 5 , 9 * 
Node =  7 , X =  14 , Y = 211 , SUCC = 4 , 5 , 11 * 
Node =  8 , X =  92 , Y = 183 , SUCC = 5 , 7 , 9 , 11 * 
Node =  9 , X = 206 , Y = 187 , SUCC = 5 , 6 , 8 , 11 , 12 * 
Node = 10 , X =   2 , Y = 309 , SUCC = 7 , 11 * 
Node = 11 , X =  90 , Y = 289 , SUCC = 7 , 8 , 10 , 12 , 14 , 15 * 
Node = 12 , X = 197 , Y = 319 , SUCC = 11 , 15 * 
Node = 13 , X =   9 , Y = 406 , SUCC = 10 , 11 , 14 * 
Node = 14 , X = 110 , Y = 414 , SUCC = 11 , 13 , 15 * 
Node = 15 , X = 198 , Y = 415 , SUCC = 12 , 14 , 17 , 18 * 
Node = 16 , X =   5 , Y = 495 , SUCC = 13 , 17 , 19 * 
Node = 17 , X =  98 , Y = 507 , SUCC = 16 , 19 * 
Node = 18 , X = 193 , Y = 483 , SUCC = 17 , 20 * 
Node = 19 , X =  -1 , Y = 608 , SUCC = 17 , 21 , 22 * 
Node = 20 , X = 203 , Y = 615 , SUCC = 18 , 19 , 22 * 
Node = 21 , X = -12 , Y = 815 , SUCC = 19 , 22 * 
Node = 22 , X = 195 , Y = 785 , SUCC = 19 , 20 , 24 * 
Node = 23 , X =  -3 , Y = 983 , SUCC = 21 , 24 , 25 * 
Node = 24 , X = 200 , Y = 1004 , SUCC = 23 * 
Node = 25 , X =   0 , Y = 1098 , SUCC = 23 , 26 , 28 * 
Node = 26 , X = 103 , Y = 1096 , SUCC = 23 , 24 , 25 , 28 , 29 * 
Node = 27 , X = 206 , Y = 1091 , SUCC = 24 , 26 * 
Node = 28 , X =  -3 , Y = 1196 , SUCC = 25 , 30 * 
Node = 29 , X = 209 , Y = 1204 , SUCC = 26 , 27 , 28 , 31 , 32 * 
Node = 30 , X =  -5 , Y = 1307 , SUCC = 28 , 31 , 33 * 
Node = 31 , X = 102 , Y = 1307 , SUCC = 29 , 30 , 32 , 33 * 
Node = 32 , X = 200 , Y = 1301 , SUCC = 29 , 31 , 34 * 
Node = 33 , X =   7 , Y = 1410 , SUCC = 30 , 31 , 34 * 
Node = 34 , X = 201 , Y = 1398 , SUCC = 32 , 33 * 

// List Of Arcs
Arc =   1 ,  From =   1 ,  To =   2 ,  Longueur =   106.33 , Duree =    19.14 * 
Arc =   2 ,  From =   1 ,  To =   4 ,  Longueur =   109.25 , Duree =    19.66 * 
Arc =   3 ,  From =   2 ,  To =   3 ,  Longueur =   105.01 , Duree =    18.90 * 
Arc =   4 ,  From =   3 ,  To =   2 ,  Longueur =   105.01 , Duree =    18.90 * 
Arc =   5 ,  From =   3 ,  To =   5 ,  Longueur =   159.34 , Duree =    28.68 * 
Arc =   6 ,  From =   3 ,  To =   6 ,  Longueur =   103.04 , Duree =    18.55 * 
Arc =   7 ,  From =   4 ,  To =   5 ,  Longueur =    97.66 , Duree =    17.58 * 
Arc =   8 ,  From =   4 ,  To =   7 ,  Longueur =   110.06 , Duree =    19.81 * 
Arc =   9 ,  From =   5 ,  To =   1 ,  Longueur =   147.48 , Duree =    26.55 * 
Arc =  10 ,  From =   5 ,  To =   2 ,  Longueur =   124.41 , Duree =    22.39 * 
Arc =  11 ,  From =   5 ,  To =   3 ,  Longueur =   159.34 , Duree =    28.68 * 
Arc =  12 ,  From =   5 ,  To =   4 ,  Longueur =    97.66 , Duree =    17.58 * 
Arc =  13 ,  From =   5 ,  To =   7 ,  Longueur =   125.38 , Duree =    22.57 * 
Arc =  14 ,  From =   5 ,  To =   9 ,  Longueur =   141.02 , Duree =    25.38 * 
Arc =  15 ,  From =   6 ,  To =   3 ,  Longueur =   103.04 , Duree =    18.55 * 
Arc =  16 ,  From =   6 ,  To =   5 ,  Longueur =   113.11 , Duree =    20.36 * 
Arc =  17 ,  From =   6 ,  To =   9 ,  Longueur =    87.65 , Duree =    15.78 * 
Arc =  18 ,  From =   7 ,  To =   4 ,  Longueur =   110.06 , Duree =    19.81 * 
Arc =  19 ,  From =   7 ,  To =   5 ,  Longueur =   125.38 , Duree =    22.57 * 
Arc =  20 ,  From =   7 ,  To =  11 ,  Longueur =   115.44 , Duree =    20.78 * 
Arc =  21 ,  From =   8 ,  To =   5 ,  Longueur =    70.35 , Duree =    12.66 * 
Arc =  22 ,  From =   8 ,  To =   7 ,  Longueur =    89.50 , Duree =    16.11 * 
Arc =  23 ,  From =   8 ,  To =   9 ,  Longueur =   115.21 , Duree =    20.74 * 
Arc =  24 ,  From =   8 ,  To =  11 ,  Longueur =   106.02 , Duree =    19.08 * 
Arc =  25 ,  From =   9 ,  To =   5 ,  Longueur =   141.02 , Duree =    25.38 * 
Arc =  26 ,  From =   9 ,  To =   6 ,  Longueur =    87.65 , Duree =    15.78 * 
Arc =  27 ,  From =   9 ,  To =   8 ,  Longueur =   115.21 , Duree =    20.74 * 
Arc =  28 ,  From =   9 ,  To =  11 ,  Longueur =   159.10 , Duree =    28.64 * 
Arc =  29 ,  From =   9 ,  To =  12 ,  Longueur =   141.57 , Duree =    25.48 * 
Arc =  30 ,  From =  10 ,  To =   7 ,  Longueur =   104.66 , Duree =    18.84 * 
Arc =  31 ,  From =  10 ,  To =  11 ,  Longueur =    96.56 , Duree =    17.38 * 
Arc =  32 ,  From =  11 ,  To =   7 ,  Longueur =   115.44 , Duree =    20.78 * 
Arc =  33 ,  From =  11 ,  To =   8 ,  Longueur =   106.02 , Duree =    19.08 * 
Arc =  34 ,  From =  11 ,  To =  10 ,  Longueur =    96.56 , Duree =    17.38 * 
Arc =  35 ,  From =  11 ,  To =  12 ,  Longueur =   111.13 , Duree =    20.00 * 
Arc =  36 ,  From =  11 ,  To =  14 ,  Longueur =   131.65 , Duree =    23.70 * 
Arc =  37 ,  From =  11 ,  To =  15 ,  Longueur =   167.61 , Duree =    30.17 * 
Arc =  38 ,  From =  12 ,  To =  11 ,  Longueur =   111.13 , Duree =    20.00 * 
Arc =  39 ,  From =  12 ,  To =  15 ,  Longueur =   100.81 , Duree =    18.14 * 
Arc =  40 ,  From =  13 ,  To =  10 ,  Longueur =   100.17 , Duree =    18.03 * 
Arc =  41 ,  From =  13 ,  To =  11 ,  Longueur =   156.53 , Duree =    28.18 * 
Arc =  42 ,  From =  13 ,  To =  14 ,  Longueur =   111.45 , Duree =    20.06 * 
