123456807
Name         = DLP_36.dat
LowerBound   = UnKnown
BestKnown    = UnKnown
Nodes        = 36
Coords       = Yes
Arcs         = 92
Node-Task    = 14
Nbdepot   =  2

// List of nodes with coordinates
Node =  1 , X =   3 , Y =  -7 , SUCC = 2 , 5 , 9 * 
Node =  2 , X = 100 , Y =  -1 , SUCC = 5 * 
Node =  3 , X = 199 , Y =   6 , SUCC = 2 , 4 , 6 * 
Node =  4 , X = 399 , Y =   4 , SUCC = 7 , 8 * 
Node =  5 , X =  94 , Y = 108 , SUCC = 2 , 11 * 
Node =  6 , X = 200 , Y =  98 , SUCC = 3 , 7 , 11 * 
Node =  7 , X = 309 , Y = 111 , SUCC = 6 , 8 * 
Node =  8 , X = 398 , Y = 102 , SUCC = 4 , 7 , 12 * 
Node =  9 , X =   0 , Y = 201 , SUCC = 1 , 10 , 13 * 
Node = 10 , X =  97 , Y = 213 , SUCC = 5 , 9 , 11 * 
Node = 11 , X = 192 , Y = 194 , SUCC = 6 , 7 , 10 , 14 * 
Node = 12 , X = 401 , Y = 187 , SUCC = 11 , 16 * 
Node = 13 , X =   0 , Y = 298 , SUCC = 9 * 
Node = 14 , X = 195 , Y = 313 , SUCC = 11 , 13 , 15 , 19 * 
Node = 15 , X = 299 , Y = 296 , SUCC = 12 , 14 , 16 , 19 * 
Node = 16 , X = 404 , Y = 312 , SUCC = 12 , 15 * 
Node = 17 , X =  -8 , Y = 385 , SUCC = 13 , 22 * 
Node = 18 , X = 107 , Y = 392 , SUCC = 17 , 19 , 23 * 
Node = 19 , X = 204 , Y = 403 , SUCC = 18 , 24 * 
Node = 20 , X = 293 , Y = 410 , SUCC = 19 , 28 * 
Node = 21 , X = 400 , Y = 401 , SUCC = 16 , 20 , 29 * 
Node = 22 , X =  -1 , Y = 496 , SUCC = 23 , 25 * 
Node = 23 , X = 103 , Y = 497 , SUCC = 18 , 19 , 24 , 25 , 26 * 
Node = 24 , X = 211 , Y = 485 , SUCC = 23 * 
Node = 25 , X =   1 , Y = 596 , SUCC = 23 , 26 , 30 * 
Node = 26 , X =  89 , Y = 613 , SUCC = 27 * 
Node = 27 , X = 199 , Y = 603 , SUCC = 24 , 26 , 28 , 32 * 
Node = 28 , X = 293 , Y = 604 , SUCC = 20 * 
Node = 29 , X = 399 , Y = 597 , SUCC = 21 , 28 * 
Node = 30 , X =   0 , Y = 699 , SUCC = 25 , 31 , 34 * 
Node = 31 , X = 102 , Y = 693 , SUCC = 27 , 30 , 32 , 34 * 
Node = 32 , X = 201 , Y = 709 , SUCC = 27 , 31 , 33 , 35 * 
Node = 33 , X = 390 , Y = 707 , SUCC = 29 , 36 * 
Node = 34 , X =   1 , Y = 787 , SUCC = 30 , 31 * 
Node = 35 , X = 199 , Y = 788 , SUCC = 34 , 36 * 
Node = 36 , X = 388 , Y = 788 , SUCC = 33 , 35 * 

// List Of Arcs
Arc =   1 ,  From =   1 ,  To =   2 ,  Longueur =   105.93 , Duree =    19.07 * 
Arc =   2 ,  From =   1 ,  To =   5 ,  Longueur =   156.91 , Duree =    28.24 * 
Arc =   3 ,  From =   1 ,  To =   9 ,  Longueur =   228.82 , Duree =    41.19 * 
Arc =   4 ,  From =   2 ,  To =   5 ,  Longueur =   110.26 , Duree =    19.85 * 
Arc =   5 ,  From =   3 ,  To =   2 ,  Longueur =   102.22 , Duree =    18.40 * 
Arc =   6 ,  From =   3 ,  To =   4 ,  Longueur =   216.01 , Duree =    38.88 * 
Arc =   7 ,  From =   3 ,  To =   6 ,  Longueur =    96.61 , Duree =    17.39 * 
Arc =   8 ,  From =   4 ,  To =   7 ,  Longueur =   145.41 , Duree =    26.17 * 
Arc =   9 ,  From =   4 ,  To =   8 ,  Longueur =   101.93 , Duree =    18.35 * 
Arc =  10 ,  From =   5 ,  To =   2 ,  Longueur =   110.26 , Duree =    19.85 * 
Arc =  11 ,  From =   5 ,  To =  11 ,  Longueur =   136.90 , Duree =    24.64 * 
Arc =  12 ,  From =   6 ,  To =   3 ,  Longueur =    96.61 , Duree =    17.39 * 
Arc =  13 ,  From =   6 ,  To =   7 ,  Longueur =   118.55 , Duree =    21.34 * 
Arc =  14 ,  From =   6 ,  To =  11 ,  Longueur =   101.15 , Duree =    18.21 * 
Arc =  15 ,  From =   7 ,  To =   6 ,  Longueur =   118.55 , Duree =    21.34 * 
Arc =  16 ,  From =   7 ,  To =   8 ,  Longueur =    93.03 , Duree =    16.75 * 
Arc =  17 ,  From =   8 ,  To =   4 ,  Longueur =   101.93 , Duree =    18.35 * 
Arc =  18 ,  From =   8 ,  To =   7 ,  Longueur =    93.03 , Duree =    16.75 * 
Arc =  19 ,  From =   8 ,  To =  12 ,  Longueur =    91.01 , Duree =    16.38 * 
Arc =  20 ,  From =   9 ,  To =   1 ,  Longueur =   228.82 , Duree =    41.19 * 
Arc =  21 ,  From =   9 ,  To =  10 ,  Longueur =    98.72 , Duree =    17.77 * 
Arc =  22 ,  From =   9 ,  To =  13 ,  Longueur =    97.00 , Duree =    17.46 * 
Arc =  23 ,  From =  10 ,  To =   5 ,  Longueur =   106.09 , Duree =    19.10 * 
Arc =  24 ,  From =  10 ,  To =   9 ,  Longueur =    98.72 , Duree =    17.77 * 
Arc =  25 ,  From =  10 ,  To =  11 ,  Longueur =    96.88 , Duree =    17.44 * 
Arc =  26 ,  From =  11 ,  To =   6 ,  Longueur =   101.15 , Duree =    18.21 * 
Arc =  27 ,  From =  11 ,  To =   7 ,  Longueur =   156.36 , Duree =    28.14 * 
Arc =  28 ,  From =  11 ,  To =  10 ,  Longueur =    96.88 , Duree =    17.44 * 
Arc =  29 ,  From =  11 ,  To =  14 ,  Longueur =   130.94 , Duree =    23.57 * 
