100
10
5	7

21	13	99	3
12	24	39	1
12	25	25	1
25	25	19	1
24	7	53	2
25	12	19	1
3	21	61	3
12	1	48	2
9	6	59	2
16	8	29	1
24	9	41	1
14	8	92	3
5	21	21	1
19	17	59	2
25	8	82	3
11	15	96	3
20	5	17	1
19	13	78	2
25	10	88	3
3	23	26	1
2	8	20	1
1	3	21	1
19	6	34	2
3	14	14	1
24	21	80	2
1	24	45	1
15	6	24	1
20	27	29	1
26	2	76	3
9	16	15	1
23	16	47	1
6	20	29	1
20	2	29	1
4	19	46	2
22	8	43	2
3	12	16	1
25	8	74	2
12	26	26	1
4	17	24	1
21	16	35	1
22	11	28	1
21	24	39	1
7	5	71	3
3	8	18	1
22	4	53	2
24	14	41	1
4	24	97	3
25	14	13	1
1	28	17	1
12	9	39	1
43	48	67	2
34	24	37	1
27	25	21	1
48	26	63	2
25	32	20	1
34	48	17	1
27	33	17	1
45	24	25	1
45	26	24	1
28	44	46	1
38	42	73	3
42	26	43	1
25	41	67	3
28	33	44	2
36	33	64	3
38	28	30	1
39	45	74	2
42	31	34	2
43	28	52	2
29	43	28	1
29	26	88	3
29	42	25	1
38	34	59	2
46	28	29	1
30	24	72	3
50	30	17	1
44	26	32	2
45	49	24	1
49	43	39	1
50	27	29	1
43	33	15	1
29	49	40	1
40	37	48	2
36	31	36	2
46	45	46	1
49	46	16	1
45	41	32	2
28	36	33	2
43	50	38	2
45	48	13	1
48	27	62	3
33	24	23	1
48	33	74	2
39	38	75	3
45	49	50	2
27	26	58	2
33	44	43	2
33	29	42	2
32	46	83	3
40	35	87	3

2	45	1149	11490
27	37	1200	12000
38	16	1131	11310
41	10	1191	11910
41	40	1238	12380
16	11	1161	11610
17	12	1266	12660
45	45	1226	12260
21	32	1113	11130
21	47	1284	12840

80		5000	100

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
