50
5
5	7

12	2	18	1
14	14	41	1
13	6	67	3
12	13	37	2
12	14	66	2
10	11	49	1
12	4	43	2
3	8	48	1
1	14	64	2
3	12	62	3
8	14	63	2
5	6	38	1
15	6	78	2
9	15	89	3
1	9	50	1
14	5	33	2
11	15	14	1
7	5	11	1
8	10	23	1
12	15	42	1
9	8	13	1
12	13	58	2
9	3	90	3
12	15	38	2
15	8	45	1
46	44	50	1
44	47	46	1
38	40	44	2
47	38	47	1
38	47	38	1
48	44	29	1
43	41	59	2
45	39	26	1
37	50	43	1
39	46	95	3
43	40	30	1
49	40	87	3
46	46	15	1
45	46	40	1
36	46	37	1
46	44	36	2
39	45	47	1
36	50	16	1
40	40	46	1
42	50	22	1
44	41	80	3
50	41	54	2
38	41	18	1
48	45	21	1
39	38	42	1

15	32	792	7920
34	13	790	7900
13	49	847	8470
10	10	762	7620
23	49	794	7940

130		5000	50

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
