200
10
5	7

4	24	32	2
17	17	34	1
22	22	11	1
19	10	49	2
17	28	56	2
24	20	11	1
11	15	19	1
7	19	43	1
9	19	32	1
24	6	47	1
1	17	24	1
20	8	47	1
7	10	33	2
15	8	41	2
7	19	39	2
9	9	23	1
12	24	62	3
8	24	20	1
22	13	19	1
7	8	20	1
19	15	59	2
22	4	50	2
15	28	18	1
18	13	15	1
19	21	31	1
2	15	41	2
23	8	31	1
8	9	14	1
23	11	16	1
11	16	16	1
24	20	22	1
10	27	24	1
16	16	17	1
20	28	20	1
5	27	13	1
18	22	25	1
17	11	15	1
1	1	50	1
4	23	38	1
23	7	57	2
16	27	33	1
13	18	82	3
2	3	35	1
10	25	33	1
6	9	15	1
11	26	18	1
19	24	22	1
8	2	42	1
13	21	39	1
22	25	23	1
14	15	29	1
13	12	38	1
2	27	34	1
12	28	44	2
18	11	19	1
14	27	14	1
15	16	31	1
9	1	26	1
8	28	36	2
9	12	65	3
6	18	62	2
10	3	32	1
22	23	22	1
5	26	37	1
15	9	81	3
6	19	47	1
21	25	30	1
18	16	14	1
7	22	37	2
23	23	24	1
25	22	35	1
24	5	99	3
24	28	30	1
22	14	74	2
13	16	88	3
21	4	68	3
12	22	44	2
3	1	38	1
17	26	31	1
11	16	19	1
24	4	53	2
14	22	22	1
23	9	44	1
16	9	75	2
1	10	30	1
26	18	49	1
21	14	18	1
16	10	20	1
17	17	23	1
1	2	36	1
18	23	30	1
22	2	15	1
4	10	62	2
6	28	85	3
15	28	82	3
21	22	13	1
8	3	26	1
8	24	36	2
25	20	15	1
2	16	19	1
26	29	23	1
36	45	45	1
34	41	30	1
41	43	49	1
32	46	23	1
47	27	15	1
29	33	83	3
49	49	43	1
30	46	44	1
33	38	27	1
31	32	15	1
38	29	15	1
30	27	35	1
47	49	76	3
33	33	33	2
31	49	45	2
38	49	14	1
44	26	29	1
46	46	12	1
35	30	38	2
29	27	30	1
30	31	21	1
31	31	75	3
26	34	63	2
30	47	31	1
48	36	69	2
37	46	30	1
30	30	15	1
44	31	35	1
42	32	49	2
37	28	44	1
45	50	53	2
32	27	47	2
34	34	84	3
38	29	44	2
44	44	86	3
30	24	37	1
48	35	20	1
37	30	20	1
36	44	49	2
33	26	21	1
32	47	28	1
31	48	26	1
49	25	26	1
41	36	57	2
47	37	46	2
49	38	18	1
41	47	48	2
48	36	27	1
39	49	28	1
25	36	42	1
48	44	73	3
50	50	34	2
41	44	27	1
40	36	16	1
45	27	35	2
36	26	47	1
46	28	19	1
40	38	25	1
27	38	27	1
31	44	87	3
41	31	69	2
39	36	37	1
30	40	17	1
40	38	75	2
42	32	13	1
50	43	53	2
37	40	18	1
42	39	49	2
48	43	26	1
35	40	17	1
31	35	11	1
27	40	39	2
43	50	76	2
46	27	14	1
39	37	19	1
43	30	16	1
25	46	49	2
30	33	31	2
34	25	18	1
29	27	35	1
44	31	50	1
32	45	47	2
39	36	36	1
30	34	77	2
32	27	15	1
47	49	28	1
33	33	26	1
36	33	17	1
50	31	14	1
33	42	67	3
39	34	28	1
42	24	28	1
50	38	49	1
25	30	17	1
33	45	45	1
29	48	13	1
49	48	40	2
47	49	50	1
39	28	34	1

9	18	1574	15740
7	39	1587	15870
22	18	1677	16770
30	22	1643	16430
43	28	1719	17190
46	6	1467	14670
3	39	1530	15300
46	36	1663	16630
38	26	1532	15320
34	33	1467	14670

80		5000	200

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
