100
10
5	7

9	5	41	1
3	17	69	3
17	14	23	1
12	21	23	1
14	4	35	2
4	10	59	2
12	11	17	1
7	14	11	1
12	19	13	1
2	11	35	2
15	20	28	1
8	13	34	1
9	15	48	2
4	12	42	2
5	21	33	2
19	3	48	1
14	10	74	3
12	4	72	2
11	11	22	1
2	12	72	2
9	15	23	1
24	10	54	2
13	21	55	2
16	16	19	1
16	1	49	1
14	10	14	1
6	17	41	1
14	10	49	2
21	13	17	1
16	4	48	2
2	38	35	1
11	47	42	2
1	44	20	1
10	36	13	1
12	47	36	1
17	36	13	1
3	40	86	3
12	38	21	1
20	33	30	1
6	32	28	1
1	47	38	2
15	42	32	2
23	36	51	2
7	40	42	2
8	34	19	1
13	38	64	3
12	42	39	2
7	44	92	3
13	30	73	2
21	44	17	1
20	47	18	1
18	30	41	2
24	40	13	1
5	37	56	2
10	36	68	3
16	36	43	2
12	37	28	1
10	49	100	3
23	49	39	2
11	38	26	1
36	11	39	1
47	22	71	2
28	25	36	2
44	24	54	2
44	24	17	1
50	34	21	1
48	16	36	2
39	11	37	1
49	29	82	3
43	29	27	1
46	40	47	2
30	25	15	1
41	28	33	1
32	31	20	1
27	24	38	1
42	18	71	2
46	19	35	2
26	24	59	2
32	23	52	2
28	30	37	1
37	37	16	1
36	22	50	2
48	38	41	2
31	22	22	1
33	27	28	1
26	27	40	1
29	19	15	1
26	23	50	2
34	21	74	2
47	12	63	3
43	17	38	1
36	39	26	1
29	18	49	1
39	12	34	1
46	14	25	1
34	24	38	2
40	14	66	3
47	21	65	2
33	27	11	1
41	33	24	1

13	47	1256	12560
14	2	1274	12740
43	14	1207	12070
23	46	1300	13000
17	33	1285	12850
23	8	1233	12330
13	4	1103	11030
19	27	1175	11750
24	40	1150	11500
27	15	1247	12470

80		5000	100

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
