100
5
5	7

31	6	31	2
36	20	28	1
9	19	62	3
47	42	26	1
28	20	97	3
38	43	30	1
41	4	45	1
36	30	17	1
4	10	44	1
43	16	40	1
33	45	28	1
39	30	24	1
6	40	49	1
50	20	41	2
48	14	77	2
34	34	19	1
49	3	23	1
26	14	45	1
28	44	16	1
21	38	34	1
34	11	60	2
41	32	12	1
44	46	42	1
27	48	12	1
2	36	28	1
34	32	37	2
50	27	11	1
36	26	26	1
16	17	15	1
8	10	36	2
45	28	50	2
49	11	95	3
28	10	31	1
9	10	46	2
39	50	25	1
33	31	43	2
20	8	48	1
39	48	15	1
29	3	32	1
43	32	21	1
34	9	39	1
42	40	46	2
25	49	16	1
27	4	13	1
29	37	47	1
28	32	17	1
42	8	33	1
18	22	32	2
20	33	45	2
28	48	83	3
35	19	22	1
49	36	36	2
49	35	33	1
25	25	23	1
6	5	19	1
6	24	11	1
38	28	46	1
24	27	14	1
49	48	72	2
7	44	62	2
18	44	65	3
45	46	50	2
23	15	13	1
17	47	32	2
47	18	52	2
5	18	17	1
5	47	48	1
41	47	39	1
5	2	27	1
24	49	20	1
32	46	32	2
48	43	27	1
20	35	49	2
20	38	63	3
9	29	96	3
29	2	22	1
26	20	43	2
26	11	25	1
16	26	20	1
34	43	24	1
1	2	14	1
48	14	26	1
34	44	27	1
41	32	67	3
41	13	15	1
46	7	27	1
7	34	90	3
8	34	12	1
9	11	86	3
3	15	37	2
35	9	34	2
1	11	73	2
17	34	23	1
20	42	12	1
46	30	20	1
9	43	18	1
45	8	22	1
45	31	31	2
50	37	39	2
38	39	25	1

1	13	1234	12340
46	4	1234	12340
2	3	1193	11930
13	19	1131	11310
3	37	1101	11010

130		5000	100

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
