50
5
5	7

28	23	31	2
33	5	50	1
45	13	16	1
14	3	40	1
50	32	37	2
17	45	17	1
1	22	55	2
39	36	48	2
8	8	38	2
17	9	54	2
21	18	28	1
22	16	14	1
17	39	36	1
42	6	46	2
21	5	40	1
38	2	23	1
39	17	29	1
21	38	11	1
31	6	41	1
40	33	21	1
26	26	91	3
40	48	43	2
33	42	45	2
14	50	47	1
11	10	25	1
24	5	31	2
7	44	91	3
49	42	26	1
8	31	22	1
40	24	12	1
35	44	30	1
7	30	100	3
16	48	44	2
40	10	14	1
10	3	34	1
7	31	38	2
33	29	36	2
25	34	62	2
49	9	15	1
5	48	11	1
23	3	32	1
3	49	34	1
15	18	90	3
38	50	95	3
42	31	44	2
12	23	43	2
47	22	49	2
24	24	15	1
14	17	18	1
44	20	85	3

42	6	822	8220
2	39	776	7760
5	45	846	8460
14	8	799	7990
43	3	834	8340

130		5000	50

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
