200
10
5	7

18	4	32	1
49	45	11	1
14	4	38	2
25	17	27	1
10	1	15	1
10	28	26	1
50	12	20	1
46	49	22	1
42	16	16	1
39	50	41	2
11	23	34	2
50	12	39	1
32	12	33	1
43	50	21	1
10	8	13	1
49	37	30	1
23	8	36	2
18	28	23	1
35	42	14	1
6	39	94	3
5	12	14	1
50	48	11	1
39	36	22	1
22	3	25	1
20	14	48	1
41	47	70	3
8	36	59	2
3	23	30	1
44	24	79	3
26	4	18	1
9	20	24	1
18	41	72	2
5	34	24	1
12	13	20	1
25	3	19	1
28	3	36	2
28	22	91	3
2	10	16	1
18	1	39	1
50	17	16	1
16	17	34	1
48	8	25	1
17	47	23	1
4	12	20	1
7	21	43	1
43	43	79	3
50	16	21	1
40	11	32	1
16	37	29	1
30	16	27	1
49	7	16	1
46	6	71	3
8	3	27	1
8	2	75	3
32	28	26	1
35	39	39	2
48	31	40	1
8	6	18	1
32	39	57	2
18	45	25	1
41	2	20	1
7	36	29	1
36	6	77	3
5	40	40	2
42	23	28	1
15	16	100	3
27	49	15	1
38	28	12	1
7	32	59	2
4	26	28	1
39	11	88	3
4	5	86	3
20	13	15	1
12	29	34	1
3	21	26	1
33	23	29	1
1	19	15	1
28	17	14	1
26	22	58	2
23	9	31	1
2	50	15	1
7	8	36	2
42	1	18	1
49	44	50	2
22	35	46	1
23	49	43	1
1	22	72	2
50	41	27	1
15	21	22	1
48	27	38	2
42	27	32	2
4	38	23	1
24	24	21	1
10	36	40	1
37	26	36	2
24	38	20	1
46	27	29	1
40	50	92	3
30	11	26	1
46	14	16	1
29	40	12	1
42	1	27	1
39	12	32	2
41	13	31	2
50	16	31	2
47	15	46	2
13	19	30	1
9	22	15	1
28	21	49	2
5	5	49	2
45	5	44	1
10	38	31	2
8	14	48	2
46	14	63	2
37	4	26	1
18	39	41	1
39	27	39	1
33	27	64	2
34	5	18	1
12	24	17	1
27	8	66	2
38	24	82	3
42	36	20	1
46	45	45	2
16	16	30	1
6	50	19	1
32	22	68	2
2	6	56	2
5	25	56	2
49	37	60	2
18	33	71	3
21	9	11	1
48	29	70	3
14	35	12	1
20	3	50	1
19	18	36	2
28	12	80	2
43	45	27	1
11	43	16	1
32	16	31	1
22	17	15	1
6	11	41	1
39	17	68	3
42	30	37	2
36	22	27	1
20	19	45	2
33	25	48	2
34	2	24	1
29	27	23	1
49	48	31	1
44	35	13	1
41	26	32	2
20	41	53	2
31	37	21	1
11	31	37	1
6	33	44	1
16	31	20	1
39	44	21	1
14	9	57	2
40	37	31	2
34	22	28	1
26	23	73	3
2	35	33	1
5	36	18	1
45	7	22	1
47	3	29	1
7	6	12	1
22	20	30	1
50	13	39	1
15	21	37	2
40	18	43	1
25	33	39	2
48	20	61	2
36	17	17	1
15	39	24	1
31	43	11	1
14	41	20	1
26	30	22	1
2	44	13	1
2	19	27	1
35	5	28	1
11	50	47	1
20	47	13	1
32	11	38	1
2	44	43	1
6	33	50	1
4	48	52	2
19	43	11	1
50	46	35	1
26	14	21	1
4	28	15	1
16	3	28	1
24	49	59	2
29	31	25	1
17	11	25	1
14	44	28	1
25	8	47	2
40	4	62	3
1	18	76	2
7	47	20	1

9	36	1725	17250
39	46	1505	15050
46	20	1584	15840
42	8	1511	15110
41	3	1625	16250
47	6	1480	14800
33	37	1518	15180
25	24	1577	15770
10	2	1689	16890
12	46	1516	15160

80		5000	200

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
