50
5
5	7

4	20	41	1
22	7	21	1
18	21	36	2
20	2	42	1
21	7	43	2
25	11	46	2
16	9	38	1
4	21	66	3
1	12	12	1
25	3	38	2
22	18	15	1
4	2	62	2
22	21	12	1
17	16	19	1
7	11	12	1
14	36	32	2
14	37	42	1
16	40	28	1
5	50	93	3
19	40	17	1
12	40	52	2
13	47	18	1
5	38	46	1
15	36	87	3
3	41	45	2
25	41	32	1
12	49	14	1
6	43	64	2
12	46	95	3
14	32	22	1
50	11	19	1
47	19	26	1
29	18	32	2
37	36	65	3
49	40	50	1
26	19	22	1
27	33	27	1
47	18	11	1
28	40	42	1
39	34	29	1
44	32	26	1
29	31	28	1
45	20	44	2
26	37	31	2
34	24	27	1
27	39	13	1
33	38	42	2
29	26	16	1
30	20	12	1
40	13	76	2

12	39	798	7980
12	24	850	8500
38	29	843	8430
32	43	771	7710
37	46	847	8470

130		5000	50

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
