100
5
5	7

31	6	43	1
36	20	30	1
9	19	76	3
47	42	86	3
28	20	21	1
38	43	24	1
41	4	20	1
36	30	39	2
4	10	56	2
43	16	41	2
33	45	50	2
39	30	16	1
6	40	25	1
50	20	49	1
48	14	27	1
34	34	44	2
49	3	23	1
26	14	80	2
28	44	69	2
21	38	22	1
34	11	44	1
41	32	38	1
44	46	15	1
27	48	73	3
2	36	43	2
34	32	27	1
50	27	44	2
36	26	34	2
16	17	21	1
8	10	19	1
45	28	47	1
49	11	48	2
28	10	15	1
9	10	28	1
39	50	14	1
33	31	50	2
20	8	89	3
39	48	91	3
29	3	16	1
43	32	51	2
34	9	47	1
42	40	57	2
25	49	22	1
27	4	45	2
29	37	23	1
28	32	43	2
42	8	67	3
18	22	13	1
20	33	17	1
28	48	22	1
35	19	27	1
49	36	18	1
49	35	28	1
25	25	12	1
6	5	11	1
6	24	39	1
38	28	43	2
24	27	26	1
49	48	25	1
7	44	29	1
18	44	50	2
45	46	28	1
23	15	70	2
17	47	17	1
47	18	34	1
5	18	90	3
5	47	25	1
41	47	69	3
5	2	14	1
24	49	61	3
32	46	30	1
48	43	32	1
20	35	95	3
20	38	27	1
9	29	49	2
29	2	18	1
26	20	42	2
26	11	22	1
16	26	32	1
34	43	12	1
1	2	33	1
48	14	27	1
34	44	45	1
41	32	32	1
41	13	45	2
46	7	94	3
7	34	91	3
8	34	26	1
9	11	11	1
3	15	23	1
35	9	32	2
1	11	40	2
17	34	42	2
20	42	28	1
46	30	43	2
9	43	69	3
45	8	28	1
45	31	63	3
50	37	22	1
38	39	14	1

1	13	1161	11610
46	4	1273	12730
2	3	1147	11470
13	19	1236	12360
3	37	1117	11170

80		5000	100

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
