100
10
5	7

9	5	50	2
3	17	50	1
17	14	75	3
12	21	16	1
14	4	50	1
4	10	44	2
12	11	25	1
7	14	44	1
12	19	71	2
2	11	30	1
15	20	26	1
8	13	31	2
9	15	55	2
4	12	18	1
5	21	32	1
19	3	14	1
14	10	30	1
12	4	26	1
11	11	41	2
2	12	15	1
9	15	30	1
24	10	14	1
13	21	28	1
16	16	39	2
16	1	82	3
14	10	81	3
6	17	22	1
14	10	54	2
21	13	26	1
16	4	24	1
2	38	37	2
11	47	46	2
1	44	92	3
10	36	99	3
12	47	16	1
17	36	43	2
3	40	35	2
12	38	37	2
20	33	74	3
6	32	52	2
1	47	11	1
15	42	77	3
23	36	20	1
7	40	14	1
8	34	78	2
13	38	66	3
12	42	18	1
7	44	14	1
13	30	91	3
21	44	43	2
20	47	17	1
18	30	60	2
24	40	72	3
5	37	45	1
10	36	35	1
16	36	24	1
12	37	25	1
10	49	13	1
23	49	35	1
11	38	22	1
36	11	65	2
47	22	59	2
28	25	90	3
44	24	79	3
44	24	19	1
50	34	35	2
48	16	58	2
39	11	31	1
49	29	14	1
43	29	31	1
46	40	43	1
30	25	31	2
41	28	23	1
32	31	34	1
27	24	19	1
42	18	22	1
46	19	34	1
26	24	28	1
32	23	19	1
28	30	65	2
37	37	37	1
36	22	20	1
48	38	28	1
31	22	30	1
33	27	28	1
26	27	75	3
29	19	21	1
26	23	39	2
34	21	46	2
47	12	78	3
43	17	41	2
36	39	43	1
29	18	63	3
39	12	24	1
46	14	23	1
34	24	15	1
40	14	34	2
47	21	23	1
33	27	75	2
41	33	27	1

13	47	1184	11840
14	2	1167	11670
43	14	1183	11830
23	46	1255	12550
17	33	1125	11250
23	8	1233	12330
13	4	1140	11400
19	27	1264	12640
24	40	1233	12330
27	15	1186	11860

130		5000	100

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
