200
10
5	7

7	11	32	2
18	14	13	1
24	15	62	2
5	5	77	2
4	11	41	1
2	18	57	2
11	8	19	1
12	3	11	1
21	19	45	1
14	9	39	1
25	17	12	1
25	16	76	2
11	19	30	1
12	4	37	1
21	16	11	1
12	2	12	1
23	17	12	1
20	18	30	1
18	20	38	1
20	7	44	2
8	6	41	2
5	8	32	2
9	18	43	1
20	2	70	2
12	3	48	1
22	17	62	3
12	8	16	1
3	16	34	1
12	6	39	2
24	1	38	2
16	18	35	1
4	12	37	1
13	15	18	1
16	13	24	1
9	2	70	3
2	7	31	1
17	11	72	2
16	16	79	2
6	11	41	2
7	14	39	1
1	5	16	1
17	12	40	2
8	11	14	1
12	4	47	2
19	3	77	2
7	6	91	3
13	18	38	1
7	17	28	1
8	17	43	1
8	14	23	1
7	5	29	1
21	2	15	1
21	14	41	1
7	10	40	2
25	18	53	2
14	5	21	1
21	13	32	2
22	5	18	1
6	8	49	1
19	2	49	2
11	5	79	3
14	16	29	1
7	18	40	1
25	16	49	2
15	9	45	1
14	38	33	2
12	41	41	1
20	47	40	1
14	43	48	2
13	46	47	1
6	38	82	3
4	35	77	3
6	35	49	2
20	30	33	1
14	34	27	1
18	45	42	1
22	45	16	1
9	31	45	2
6	48	43	1
8	42	74	2
23	34	45	1
8	50	12	1
15	37	42	1
13	30	80	2
20	31	43	2
2	43	30	1
3	48	14	1
14	47	23	1
21	45	12	1
5	31	49	2
7	34	11	1
20	46	27	1
15	40	18	1
17	42	15	1
11	32	25	1
2	30	25	1
23	40	33	1
1	39	30	1
1	47	26	1
14	37	11	1
14	48	21	1
3	47	34	1
14	48	46	1
3	50	71	3
9	50	86	3
4	35	21	1
3	43	47	2
14	31	30	1
5	45	88	3
20	42	17	1
16	44	22	1
4	44	40	2
11	31	28	1
14	40	95	3
19	35	44	1
7	46	57	2
3	44	93	3
5	30	17	1
1	50	38	1
2	33	35	1
19	43	34	1
6	34	11	1
8	47	29	1
7	44	17	1
12	36	33	2
12	49	26	1
5	45	39	1
7	46	19	1
10	36	90	3
3	43	62	3
35	39	35	1
26	31	41	1
47	28	13	1
32	24	17	1
45	40	73	2
42	16	20	1
50	36	47	2
34	22	47	2
48	13	81	3
32	16	19	1
37	29	14	1
49	24	88	3
27	26	38	2
50	30	37	1
49	11	27	1
34	18	42	2
32	18	28	1
26	28	32	1
33	16	12	1
43	21	60	2
42	26	27	1
47	40	46	1
34	15	20	1
48	38	31	2
38	32	26	1
44	15	55	2
31	25	12	1
44	29	12	1
49	17	25	1
48	39	37	1
34	29	67	2
33	23	37	2
34	27	13	1
36	21	28	1
29	30	29	1
33	27	58	2
28	23	43	2
45	38	48	2
29	32	24	1
40	36	70	2
35	16	28	1
44	30	77	2
27	22	40	1
47	33	83	3
30	15	24	1
36	29	28	1
28	13	41	1
37	40	15	1
31	17	54	2
32	13	44	2
32	31	46	2
32	35	11	1
33	23	22	1
30	27	43	1
49	20	33	2
40	38	28	1
38	36	44	1
33	38	31	2
35	18	35	2
43	39	22	1
44	29	30	1
48	36	14	1
44	35	59	2
42	29	22	1
30	32	49	2
36	17	40	2
41	24	27	1
28	28	21	1
27	21	31	2
50	32	55	2

14	28	1644	16440
29	35	1684	16840
1	28	1729	17290
12	30	1457	14570
43	34	1453	14530
14	26	1467	14670
30	43	1749	17490
7	32	1504	15040
4	28	1556	15560
6	34	1735	17350

130		5000	200

0

3 9

1 5

1
2
3
4
5

2 3

1	4
1	5
2	5

3 1

1	3	5
