123456841
Name         = DLP_47.dat
LowerBound   = UnKnown
BestKnown    = UnKnown
Nodes        = 47
Coords       = Yes
Arcs         = 135
Node-Task    = 24
Nbdepot   =  3

// List of nodes with coordinates
Node =  1 , X = -13 , Y = -14 , SUCC = 2 , 6 * 
Node =  2 , X = 201 , Y =   4 , SUCC = 3 , 6 * 
Node =  3 , X = 301 , Y =  17 , SUCC = 2 , 4 , 7 * 
Node =  4 , X = 400 , Y =   0 , SUCC = 3 , 8 * 
Node =  5 , X =   7 , Y = 211 , SUCC = 1 , 9 , 10 * 
Node =  6 , X = 206 , Y = 185 , SUCC = 1 , 2 , 5 , 7 * 
Node =  7 , X = 314 , Y = 210 , SUCC = 12 * 
Node =  8 , X = 396 , Y = 217 , SUCC = 4 , 7 , 12 , 17 * 
Node =  9 , X =   6 , Y = 317 , SUCC = 5 , 10 * 
Node = 10 , X = 100 , Y = 298 , SUCC = 5 , 9 , 11 , 15 * 
Node = 11 , X = 201 , Y = 311 , SUCC = 6 , 10 , 15 * 
Node = 12 , X = 300 , Y = 301 , SUCC = 7 , 8 , 15 , 16 * 
Node = 13 , X =   0 , Y = 394 , SUCC = 9 , 14 , 18 * 
Node = 14 , X = 100 , Y = 402 , SUCC = 15 , 19 * 
Node = 15 , X = 188 , Y = 412 , SUCC = 11 , 12 , 14 , 16 , 20 , 21 * 
Node = 16 , X = 288 , Y = 405 , SUCC = 15 , 17 * 
Node = 17 , X = 394 , Y = 410 , SUCC = 8 , 16 , 22 * 
Node = 18 , X =  -2 , Y = 510 , SUCC = 13 , 19 , 23 * 
Node = 19 , X = 101 , Y = 496 , SUCC = 14 , 18 , 20 , 24 * 
Node = 20 , X = 200 , Y = 499 , SUCC = 19 , 25 * 
Node = 21 , X = 300 , Y = 506 , SUCC = 15 , 17 , 20 , 25 , 26 * 
Node = 22 , X = 402 , Y = 505 , SUCC = 21 , 26 * 
Node = 23 , X =   2 , Y = 597 , SUCC = 18 , 27 * 
Node = 24 , X =  96 , Y = 604 , SUCC = 19 , 23 , 25 * 
Node = 25 , X = 209 , Y = 612 , SUCC = 20 , 24 , 26 , 28 , 29 * 
Node = 26 , X = 400 , Y = 600 , SUCC = 22 , 25 * 
Node = 27 , X =  -4 , Y = 719 , SUCC = 23 * 
Node = 28 , X = 200 , Y = 687 , SUCC = 25 , 27 , 29 , 32 * 
Node = 29 , X = 300 , Y = 699 , SUCC = 28 , 30 , 33 * 
Node = 30 , X = 392 , Y = 694 , SUCC = 26 , 29 * 
Node = 31 , X =   3 , Y = 811 , SUCC = 27 , 32 , 34 , 35 * 
Node = 32 , X = 195 , Y = 785 , SUCC = 34 , 37 * 
Node = 33 , X = 400 , Y = 801 , SUCC = 29 , 30 , 32 , 39 * 
Node = 34 , X = 100 , Y = 901 , SUCC = 31 , 32 , 35 , 37 * 
Node = 35 , X =  -5 , Y = 1006 , SUCC = 31 , 36 * 
Node = 36 , X =  95 , Y = 1011 , SUCC = 35 , 41 * 
Node = 37 , X = 200 , Y = 1001 , SUCC = 32 , 36 , 38 , 41 , 42 * 
Node = 38 , X = 313 , Y = 986 , SUCC = 37 , 39 * 
Node = 39 , X = 400 , Y = 1000 , SUCC = 38 , 47 * 
Node = 40 , X =   2 , Y = 1095 , SUCC = 35 , 41 , 43 * 
Node = 41 , X = 102 , Y = 1102 , SUCC = 37 , 43 , 44 * 
Node = 42 , X = 185 , Y = 1090 , SUCC = 37 , 41 , 45 * 
Node = 43 , X =  -8 , Y = 1186 , SUCC = 40 , 41 * 
Node = 44 , X = 100 , Y = 1200 , SUCC = 43 , 45 * 
Node = 45 , X = 190 , Y = 1212 , SUCC = 42 , 44 , 46 * 
Node = 46 , X = 299 , Y = 1209 , SUCC = 38 , 47 * 
Node = 47 , X = 397 , Y = 1196 , SUCC = 39 , 46 * 

// List Of Arcs
Arc =   1 ,  From =   1 ,  To =   2 ,  Longueur =   236.23 , Duree =    42.52 * 
Arc =   2 ,  From =   1 ,  To =   6 ,  Longueur =   301.83 , Duree =    54.33 * 
Arc =   3 ,  From =   2 ,  To =   3 ,  Longueur =   101.85 , Duree =    18.33 * 
Arc =   4 ,  From =   2 ,  To =   6 ,  Longueur =   193.74 , Duree =    34.87 * 
Arc =   5 ,  From =   3 ,  To =   2 ,  Longueur =   101.85 , Duree =    18.33 * 
Arc =   6 ,  From =   3 ,  To =   4 ,  Longueur =   106.48 , Duree =    19.17 * 
Arc =   7 ,  From =   3 ,  To =   7 ,  Longueur =   199.24 , Duree =    35.86 * 
Arc =   8 ,  From =   4 ,  To =   3 ,  Longueur =   106.48 , Duree =    19.17 * 
Arc =   9 ,  From =   4 ,  To =   8 ,  Longueur =   225.72 , Duree =    40.63 * 
Arc =  10 ,  From =   5 ,  To =   1 ,  Longueur =   239.44 , Duree =    43.10 * 
Arc =  11 ,  From =   5 ,  To =   9 ,  Longueur =   112.36 , Duree =    20.23 * 
Arc =  12 ,  From =   5 ,  To =  10 ,  Longueur =   137.54 , Duree =    24.76 * 
Arc =  13 ,  From =   6 ,  To =   1 ,  Longueur =   301.83 , Duree =    54.33 * 
Arc =  14 ,  From =   6 ,  To =   2 ,  Longueur =   193.74 , Duree =    34.87 * 
Arc =  15 ,  From =   6 ,  To =   5 ,  Longueur =   208.72 , Duree =    37.57 * 
Arc =  16 ,  From =   6 ,  To =   7 ,  Longueur =   117.51 , Duree =    21.15 * 
Arc =  17 ,  From =   7 ,  To =  12 ,  Longueur =    96.67 , Duree =    17.40 * 
Arc =  18 ,  From =   8 ,  To =   4 ,  Longueur =   225.72 , Duree =    40.63 * 
Arc =  19 ,  From =   8 ,  To =   7 ,  Longueur =    88.06 , Duree =    15.85 * 
Arc =  20 ,  From =   8 ,  To =  12 ,  Longueur =   131.39 , Duree =    23.65 * 
Arc =  21 ,  From =   8 ,  To =  17 ,  Longueur =   200.73 , Duree =    36.13 * 
Arc =  22 ,  From =   9 ,  To =   5 ,  Longueur =   112.36 , Duree =    20.23 * 
Arc =  23 ,  From =   9 ,  To =  10 ,  Longueur =    97.82 , Duree =    17.61 * 
Arc =  24 ,  From =  10 ,  To =   5 ,  Longueur =   137.54 , Duree =    24.76 * 
Arc =  25 ,  From =  10 ,  To =   9 ,  Longueur =    97.82 , Duree =    17.61 * 
Arc =  26 ,  From =  10 ,  To =  11 ,  Longueur =   106.92 , Duree =    19.25 * 
Arc =  27 ,  From =  10 ,  To =  15 ,  Longueur =   158.42 , Duree =    28.51 * 
Arc =  28 ,  From =  11 ,  To =   6 ,  Longueur =   137.45 , Duree =    24.74 * 
Arc =  29 ,  From =  11 ,  To =  10 ,  Longueur =   106.92 , Duree =    19.25 * 
Arc =  30 ,  From =  11 ,  To =  15 ,  Longueur =   102.85 , Duree =    18.51 * 
Arc =  31 ,  From =  12 ,  To =   7 ,  Longueur =    96.67 , Duree =    17.40 * 
Arc =  32 ,  From =  12 ,  To =   8 ,  Longueur =   131.39 , Duree =    23.65 * 
Arc =  33 ,  From =  12 ,  To =  15 ,  Longueur =   167.15 , Duree =    30.09 * 
Arc =  34 ,  From =  12 ,  To =  16 ,  Longueur =   113.07 , Duree =    20.35 * 
Arc =  35 ,  From =  13 ,  To =   9 ,  Longueur =    81.10 , Duree =    14.60 * 
Arc =  36 ,  From =  13 ,  To =  14 ,  Longueur =   109.35 , Duree =    19.68 * 
Arc =  37 ,  From =  13 ,  To =  18 ,  Longueur =   126.46 , Duree =    22.76 * 
Arc =  38 ,  From =  14 ,  To =  15 ,  Longueur =    92.11 , Duree =    16.58 * 
Arc =  39 ,  From =  14 ,  To =  19 ,  Longueur =   103.41 , Duree =    18.61 * 
